ID,TEXT,EVENT_TYPE,EVENT_GROUP,SENTIMENT_VALENCE,EMOTION,SARCASM,TENSE,CERTAINTY,GENERATED
evt_000092,She got hired at the pharmaceutical company in their research department.,got_hired,employment,0.7,neutral,FALSE,past,1,TRUE
evt_000093,I'm starting at the dental office next week as a hygienist.,got_hired,employment,0.7,neutral,FALSE,future,1,TRUE
evt_000094,They hired me but I have to work with my ex-manager who made my life hell.,got_hired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000095,My cousin got hired at the food truck and gets to travel around the city.,got_hired,employment,0.8,joy,FALSE,past,1,TRUE
evt_000096,I got hired at the radio station as an intern but it's completely unpaid.,got_hired,employment,0.4,frustration,FALSE,past,1,TRUE
evt_000097,She got hired at the environmental nonprofit and feels like she's making a difference.,got_hired,employment,0.9,joy,FALSE,past,1,TRUE
evt_000098,I think they're going to hire me but I'm worried about the company's financial stability.,got_hired,employment,0.4,anxiety,FALSE,future,0.6,TRUE
evt_000099,He got hired at the wedding planning company and loves creating magical moments.,got_hired,employment,0.9,joy,FALSE,past,1,TRUE
evt_000100,I'm officially hired and ready to start this new chapter of my life.,got_hired,employment,0.85,hope,FALSE,present,1,TRUE
evt_000101,I can't believe they fired me after 8 years of dedication to this company.,got_fired,employment,0.1,shock,FALSE,past,1,TRUE
evt_000102,"Well, looks like I'm joining the unemployment club today - got the pink slip this morning.",got_fired,employment,0.3,neutral,TRUE,past,1,TRUE
evt_000103,My sister just called crying - she got terminated without warning from her dream job.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000104,"Honestly, getting fired from that toxic workplace was the best thing that could have happened to me.",got_fired,employment,0.8,relief,FALSE,past,1,TRUE
evt_000105,They fired me for being late THREE times in two years - what a joke.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000106,I think I might get fired tomorrow - my boss has been acting weird all week.,got_fired,employment,0.3,anxiety,FALSE,future,0.6,TRUE
evt_000107,Dad got laid off after 25 years - budget cuts they said.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000108,Getting fired at 55 with three kids in college - I'm terrified about what comes next.,got_fired,employment,0.1,fear,FALSE,past,1,TRUE
evt_000109,Apparently I'm being 'let go' for not being a 'cultural fit' - whatever that means.,got_fired,employment,0.2,confusion,TRUE,present,1,TRUE
evt_000110,My coworker got fired for whistleblowing - this company is corrupt.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000111,Just got terminated via email - not even a phone call after 3 years here.,got_fired,employment,0.1,disgust,FALSE,past,1,TRUE
evt_000112,I'm pretty sure they're going to fire me for the accounting mistake I made.,got_fired,employment,0.2,guilt,FALSE,future,0.8,TRUE
evt_000113,They fired me because I refused to work unpaid overtime - good riddance.,got_fired,employment,0.7,pride,FALSE,past,1,TRUE
evt_000114,My husband got fired today and I don't know how we'll pay the mortgage.,got_fired,employment,0.1,fear,FALSE,past,1,TRUE
evt_000115,Getting fired from my first job out of college - I feel like such a failure.,got_fired,employment,0.1,shame,FALSE,past,1,TRUE
evt_000116,They're restructuring the department - I might be out of a job soon.,got_fired,employment,0.3,anxiety,FALSE,future,0.7,TRUE
evt_000117,Finally free from that soul-crushing job - getting fired was a blessing in disguise.,got_fired,employment,0.9,joy,FALSE,past,1,TRUE
evt_000118,I got fired for standing up to my sexist manager - worth it.,got_fired,employment,0.6,pride,FALSE,past,1,TRUE
evt_000119,My friend just texted me - she got fired for taking maternity leave.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000120,Terminated after one mistake in 5 years - this company has no loyalty.,got_fired,employment,0.1,resentment,FALSE,past,1,TRUE
evt_000121,I think they want to fire me but they're looking for an excuse.,got_fired,employment,0.3,anxiety,FALSE,present,0.7,TRUE
evt_000122,Got fired on my birthday - what a lovely gift from management.,got_fired,employment,0.1,anger,TRUE,past,1,TRUE
evt_000123,My mom got fired at 60 - who's going to hire her now?,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000124,They fired me for being 'too slow' adapting to new software - I'm 62!,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000125,I deserved to get fired - I was terrible at that job anyway.,got_fired,employment,0.4,guilt,FALSE,past,1,TRUE
evt_000126,Getting fired from retail hell - time to find something better.,got_fired,employment,0.6,hope,FALSE,past,1,TRUE
evt_000127,"They terminated my entire team - nothing personal, just business.",got_fired,employment,0.3,neutral,FALSE,past,1,TRUE
evt_000128,I got fired for calling in sick too often - chronic illness is expensive.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000129,My brother got fired from his teaching job - budget cuts again.,got_fired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000130,Maybe getting fired will force me to finally start my own business.,got_fired,employment,0.6,hope,FALSE,past,1,TRUE
evt_000131,They fired me for 'attitude problems' - I just asked for fair treatment.,got_fired,employment,0.2,resentment,FALSE,past,1,TRUE
evt_000132,I'm getting fired tomorrow - saw my replacement training today.,got_fired,employment,0.2,shock,FALSE,future,0.9,TRUE
evt_000133,Twenty years of service and they fire me three years before retirement.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000134,I got fired for refusing to lie to customers - my conscience is clear.,got_fired,employment,0.7,pride,FALSE,past,1,TRUE
evt_000135,My roommate got fired for being transgender - discrimination is real.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000136,They're probably going to fire me for that presentation disaster.,got_fired,employment,0.2,anxiety,FALSE,future,0.6,TRUE
evt_000137,Fired after reporting sexual harassment - this system is broken.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000138,I got fired and I honestly don't know why - no explanation given.,got_fired,employment,0.2,confusion,FALSE,past,1,TRUE
evt_000139,Getting fired on Christmas Eve - Merry Christmas to me.,got_fired,employment,0.1,anger,TRUE,past,1,TRUE
evt_000140,My best friend got fired for dating someone from another department.,got_fired,employment,0.3,confusion,FALSE,past,1,TRUE
evt_000141,I should have seen this coming - they've been setting me up to fail.,got_fired,employment,0.3,resentment,FALSE,past,1,TRUE
evt_000142,Fired for being 'overqualified' - what does that even mean?,got_fired,employment,0.2,confusion,FALSE,past,1,TRUE
evt_000143,They fired me via text message - no professionalism left in this world.,got_fired,employment,0.1,disgust,FALSE,past,1,TRUE
evt_000144,I'm scared they'll fire me for missing work due to my daughter's illness.,got_fired,employment,0.2,fear,FALSE,future,0.5,TRUE
evt_000145,Got fired from my part-time job - back to job hunting again.,got_fired,employment,0.4,neutral,FALSE,past,1,TRUE
evt_000146,They fired me for asking about my overtime pay - workers have no rights.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000147,My cousin got fired for posting on social media - Big Brother is watching.,got_fired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000148,I'm relieved to be fired - that job was destroying my mental health.,got_fired,employment,0.8,relief,FALSE,past,1,TRUE
evt_000149,They might fire me for the client complaint - I'm so anxious.,got_fired,employment,0.2,anxiety,FALSE,future,0.6,TRUE
evt_000150,Fired after 30 years because I wouldn't relocate - family comes first.,got_fired,employment,0.5,pride,FALSE,past,1,TRUE
evt_000151,My manager got fired for embezzlement - karma finally caught up.,got_fired,employment,0.6,joy,FALSE,past,1,TRUE
evt_000152,I got fired for being 'too expensive' - apparently experience doesn't matter.,got_fired,employment,0.2,frustration,FALSE,past,1,TRUE
evt_000153,They fired me during my probation period - didn't even give me a chance.,got_fired,employment,0.2,disappointment,FALSE,past,1,TRUE
evt_000154,Getting fired was the push I needed to go back to school.,got_fired,employment,0.7,hope,FALSE,past,1,TRUE
evt_000155,I think I'm about to get fired - my boss called me into his office.,got_fired,employment,0.2,anxiety,FALSE,future,0.8,TRUE
evt_000156,My wife got fired for taking too many sick days - she has lupus.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000157,Fired on my first day - apparently I wasn't what they were looking for.,got_fired,employment,0.2,shock,FALSE,past,1,TRUE
evt_000158,They fired me for 'poor performance' but never gave me proper training.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000159,I got fired for unionizing - they can't silence all of us.,got_fired,employment,0.6,pride,FALSE,past,1,TRUE
evt_000160,My teenage son got fired from his first job - he's devastated.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000161,They're going to fire me for the data breach - I forgot to update the password.,got_fired,employment,0.1,guilt,FALSE,future,0.9,TRUE
evt_000162,Fired for 'restructuring' - that's corporate speak for 'we don't like you'.,got_fired,employment,0.2,resentment,TRUE,past,1,TRUE
evt_000163,I'm grateful they fired me - now I can pursue my passion.,got_fired,employment,0.8,gratitude,FALSE,past,1,TRUE
evt_000164,They fired me for being 'difficult' - I just asked for basic respect.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000165,My colleague got fired for her accent - this is discrimination.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000166,I might get fired for missing the deadline - stress is killing me.,got_fired,employment,0.1,anxiety,FALSE,future,0.7,TRUE
evt_000167,Fired after 15 years for one customer complaint - no loyalty anymore.,got_fired,employment,0.1,resentment,FALSE,past,1,TRUE
evt_000168,They fired me for being pregnant - lawsuit incoming.,got_fired,employment,0.2,anger,FALSE,past,1,TRUE
evt_000169,I'm oddly excited about getting fired - new opportunities ahead.,got_fired,employment,0.7,hope,FALSE,past,1,TRUE
evt_000170,My dad got fired for his age - 'fresh blood' they wanted.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000171,They're definitely firing me tomorrow - cleaned out my desk already.,got_fired,employment,0.2,sadness,FALSE,future,0.95,TRUE
evt_000172,Got fired for 'insubordination' - I questioned an unsafe practice.,got_fired,employment,0.4,pride,FALSE,past,1,TRUE
evt_000173,My nephew got fired from his internship - he's heartbroken.,got_fired,employment,0.2,sadness,FALSE,past,1,TRUE
evt_000174,I should feel bad about getting fired but honestly I'm relieved.,got_fired,employment,0.7,relief,FALSE,past,1,TRUE
evt_000175,They fired me for 'budget reasons' - hired someone cheaper the next week.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000176,I think they're going to fire me for the inventory mistake.,got_fired,employment,0.3,anxiety,FALSE,future,0.6,TRUE
evt_000177,Fired for 'not fitting the company culture' - I'm too old apparently.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000178,My sister got fired for requesting accommodations for her disability.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000179,They fired me on my work anniversary - what a celebration.,got_fired,employment,0.1,anger,TRUE,past,1,TRUE
evt_000180,Getting fired forced me to confront my drinking problem - blessing in disguise.,got_fired,employment,0.6,gratitude,FALSE,past,1,TRUE
evt_000181,I got fired for refusing to work during the hurricane - safety first.,got_fired,employment,0.5,pride,FALSE,past,1,TRUE
evt_000182,My friend got fired for her political views - freedom of speech is dead.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000183,I'm probably getting fired for the accounting error - I'm terrified.,got_fired,employment,0.1,fear,FALSE,future,0.8,TRUE
evt_000184,They fired me for being 'too emotional' - I cried when my dog died.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000185,Fired from my dream job - I don't know how to move forward.,got_fired,employment,0.1,sadness,FALSE,past,1,TRUE
evt_000186,My coworker got fired for helping me with my project - guilt is eating me alive.,got_fired,employment,0.1,guilt,FALSE,past,1,TRUE
evt_000187,They might fire me for the social media post - I shouldn't have vented.,got_fired,employment,0.2,anxiety,FALSE,future,0.7,TRUE
evt_000188,I got fired for 'excessive bathroom breaks' - I have IBS.,got_fired,employment,0.1,shame,FALSE,past,1,TRUE
evt_000189,Getting fired was the wake-up call I needed to change my life.,got_fired,employment,0.7,hope,FALSE,past,1,TRUE
evt_000190,They fired me for 'performance issues' but I never got feedback.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000191,My boss got fired for harassment - about time someone stood up.,got_fired,employment,0.7,joy,FALSE,past,1,TRUE
evt_000192,I'm getting fired next week - they're just waiting for my replacement.,got_fired,employment,0.2,sadness,FALSE,future,0.9,TRUE
evt_000193,Fired for 'downsizing' - they kept all the young employees.,got_fired,employment,0.1,resentment,FALSE,past,1,TRUE
evt_000194,I got fired for being honest about the company's problems - truth hurts.,got_fired,employment,0.4,pride,FALSE,past,1,TRUE
evt_000195,My wife got fired while on medical leave - this is illegal.,got_fired,employment,0.1,anger,FALSE,past,1,TRUE
evt_000196,They're going to fire me for the accident - I can feel it coming.,got_fired,employment,0.2,anxiety,FALSE,future,0.8,TRUE
evt_000197,Fired after 6 months for 'not meeting expectations' - no training provided.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000198,I got fired for my mental health struggles - stigma is real.,got_fired,employment,0.1,shame,FALSE,past,1,TRUE
evt_000199,Getting fired taught me who my real friends are - silver lining.,got_fired,employment,0.6,gratitude,FALSE,past,1,TRUE
evt_000200,They fired me for 'lack of enthusiasm' - I was burned out from overwork.,got_fired,employment,0.1,frustration,FALSE,past,1,TRUE
evt_000201,Just got the call - I'm being laid off effective immediately. 15 years at this company and they gave me 30 minutes to pack my desk.,got_laid_off,employment,0.1,anger,FALSE,past,1,TRUE
evt_000202,My whole department got axed today. I'm honestly relieved - that place was toxic anyway.,got_laid_off,employment,0.7,relief,FALSE,past,1,TRUE
evt_000203,Mom called crying - she got laid off after 20 years. I don't know how we're gonna pay for her medication now.,got_laid_off,employment,0.05,sadness,FALSE,past,1,TRUE
evt_000204,"Well, looks like I'm joining the unemployment club! Budget cuts, they said. More like executive bonus protection.",got_laid_off,employment,0.3,resentment,TRUE,present,1,TRUE
evt_000205,I think I'm getting laid off tomorrow. The meeting invite just says 'discussion' but everyone who got that yesterday is gone today.,got_laid_off,employment,0.2,anxiety,FALSE,future,0.8,TRUE
evt_000206,"Three months pregnant and they just told me I'm being laid off. Perfect timing, right?",got_laid_off,employment,0.15,frustration,TRUE,past,1,TRUE
evt_000207,"My husband got laid off this morning. He's been so stressed about work lately, maybe this is a blessing in disguise.",got_laid_off,employment,0.6,hope,FALSE,past,1,TRUE
evt_000208,LAID OFF. After putting in 60 hour weeks for the past year. I'm so done with corporate America.,got_laid_off,employment,0.1,anger,FALSE,past,1,TRUE
evt_000209,They're downsizing the whole tech department. I might be next on the chopping block.,got_laid_off,employment,0.25,fear,FALSE,future,0.6,TRUE
evt_000210,Got laid off today but honestly? I've been wanting to start my own business for years. Maybe this is the push I needed.,got_laid_off,employment,0.75,hope,FALSE,past,1,TRUE
evt_000211,My sister just texted me that she got laid off. She's a single mom with two kids. This is devastating.,got_laid_off,employment,0.05,sadness,FALSE,past,1,TRUE
evt_000212,Apparently being the top performer in sales doesn't protect you from layoffs. Who knew?,got_laid_off,employment,0.2,resentment,TRUE,past,1,TRUE
evt_000213,"I've been laid off for three days now and I still can't process it. 12 years of my life, gone.",got_laid_off,employment,0.15,shock,FALSE,past,1,TRUE
evt_000214,Dad got laid off yesterday. He's 58 and keeps saying no one will hire him now. My heart is breaking.,got_laid_off,employment,0.1,sadness,FALSE,past,1,TRUE
evt_000215,"Just got word - I'm being laid off next Friday. At least they gave me a week's notice, I guess?",got_laid_off,employment,0.3,confusion,FALSE,future,1,TRUE
evt_000216,My team lead just got laid off. She was the best manager I've ever had. This company is falling apart.,got_laid_off,employment,0.15,anger,FALSE,past,1,TRUE
evt_000217,I got laid off this morning. First time in my 35-year career. I don't even know where to start looking for work.,got_laid_off,employment,0.2,confusion,FALSE,past,1,TRUE
evt_000218,They laid me off over a Zoom call. Couldn't even do it in person after 8 years. Classy.,got_laid_off,employment,0.1,disgust,TRUE,past,1,TRUE
evt_000219,My best friend just got laid off. She's been at that company since college. I'm so angry for her.,got_laid_off,employment,0.15,anger,FALSE,past,1,TRUE
evt_000220,Getting laid off was actually the best thing that happened to me. I hated that job anyway.,got_laid_off,employment,0.8,relief,FALSE,past,1,TRUE
evt_000221,I think they're going to lay me off soon. My manager has been acting weird and avoiding eye contact.,got_laid_off,employment,0.25,anxiety,FALSE,future,0.7,TRUE
evt_000222,Laid off at 52. My kids are in college and I don't know how I'm going to pay tuition now.,got_laid_off,employment,0.05,fear,FALSE,past,1,TRUE
evt_000223,My coworker got laid off yesterday. She had just bought a house last month. I feel so bad for her.,got_laid_off,employment,0.1,sadness,FALSE,past,1,TRUE
evt_000224,Got laid off today. Time to update the resume and pretend I'm excited about new opportunities!,got_laid_off,employment,0.4,frustration,TRUE,past,1,TRUE
evt_000225,My wife got laid off this morning. She's been crying all day. I don't know how to help her.,got_laid_off,employment,0.1,sadness,FALSE,past,1,TRUE
evt_000226,They're restructuring the entire department. I'm pretty sure I'm getting laid off next week.,got_laid_off,employment,0.2,anxiety,FALSE,future,0.8,TRUE
evt_000227,I just got laid off from my dream job. I worked so hard to get there and now it's over.,got_laid_off,employment,0.05,sadness,FALSE,past,1,TRUE
evt_000228,My brother got laid off from the factory where he's worked for 25 years. The whole town is devastated.,got_laid_off,employment,0.1,sadness,FALSE,past,1,TRUE
